filename,prov,str_num1,str_num2,str_num3,str_num4,str_num5,str_num6,rdx,rdy,ldx,ldy,lux,luy,rux,ruy
407.0,0,0,18,9,32,25,25,454,593,197,579,173,492,430,506
408.0,0,0,32,30,17,32,31,485,506,212,575,220,483,493,414
409.0,0,0,18,30,18,32,30,634,710,406,723,402,636,630,623
410.0,0,0,22,30,31,30,13,437,534,183,523,182,444,436,455
411.0,0,0,28,30,22,30,33,420,572,219,575,213,516,414,513
412.0,0,0,20,31,1,33,32,532,583,199,602,199,488,532,469
413.0,0,0,17,6,26,27,26,507,617,163,629,168,514,512,502
414.0,0,0,7,27,24,28,8,523,603,252,618,260,517,531,502
415.0,0,0,23,24,25,25,8,522,581,244,604,279,519,557,496
416.0,0,0,8,31,31,31,26,465,572,266,566,269,493,468,499
417.0,0,0,31,22,32,24,26,418,547,194,544,199,467,423,470
418.0,11,8,13,27,24,27,18,226,545,109,538,112,485,229,492
419.0,0,0,24,7,29,33,33,405,541,239,546,239,485,405,480
420.0,0,0,25,20,33,24,26,566,657,245,654,249,547,570,550
421.0,0,0,12,10,25,25,33,472,431,258,439,255,367,469,359
422.0,0,0,16,14,24,33,24,457,736,218,733,215,650,454,653
423.0,0,0,18,2,26,24,24,466,508,201,502,202,414,467,420
424.0,19,1,26,27,25,5,0,532,554,294,501,278,418,516,471
425.0,0,0,3,27,10,32,26,460,568,286,565,285,503,459,506
426.0,0,0,8,31,24,24,33,452,545,279,543,281,484,454,486
427.0,0,0,25,23,32,32,33,478,613,231,591,222,514,469,536
428.0,0,0,22,6,26,25,30,523,473,299,482,300,408,524,399
429.0,0,10,24,32,24,32,24,599,568,338,575,313,491,574,484
430.0,0,0,10,4,26,26,24,539,643,185,585,148,482,502,540
431.0,0,0,33,11,28,30,29,483,568,235,572,235,489,483,485
432.0,0,0,22,30,24,25,13,412,568,195,561,205,466,422,473
433.0,0,0,29,27,32,9,30,430,419,201,409,198,334,427,344
434.0,0,0,20,20,33,27,32,442,603,265,604,267,544,444,543
435.0,0,12,24,25,27,30,30,538,590,237,609,237,492,538,473
436.0,0,0,16,20,29,24,29,371,570,99,573,96,488,368,485
437.0,0,0,23,32,25,32,17,635,565,309,552,319,442,645,455
438.0,0,14,6,32,27,26,30,468,575,203,544,183,461,448,492
439.0,0,13,21,7,25,25,29,505,586,245,573,209,488,469,501
440.0,0,0,26,32,30,6,26,300,606,125,604,123,553,298,555
441.0,0,0,6,32,26,26,12,520,593,199,619,200,500,521,474
442.0,0,9,11,13,30,30,27,461,528,265,531,268,464,464,461
443.0,0,0,30,32,4,33,32,447,529,208,497,205,419,444,451
444.0,0,0,21,22,32,32,24,556,673,331,709,324,624,549,588
445.0,0,0,33,31,18,25,31,482,555,276,562,274,492,480,485
446.0,0,0,29,24,26,15,26,492,522,316,508,300,439,476,453
447.0,0,0,1,30,1,33,31,449,634,277,587,269,516,441,563
448.0,0,0,6,29,31,31,3,535,608,335,604,339,539,539,543
449.0,0,0,12,9,26,31,24,453,731,126,660,120,548,447,619
450.0,0,4,31,33,28,30,30,436,589,226,584,228,508,438,513
451.0,0,0,28,28,12,25,32,429,535,213,403,203,309,419,441
452.0,0,0,22,29,5,30,33,545,429,415,421,416,376,546,384
453.0,0,0,2,27,24,30,22,550,400,203,378,201,287,548,309
454.0,0,0,23,5,31,25,31,532,486,176,471,178,366,534,381
455.0,0,0,0,24,27,30,21,541,557,236,560,236,458,541,455
456.0,0,0,31,33,20,30,32,495,538,272,520,248,437,471,455
457.0,0,0,27,33,20,25,27,436,590,234,548,229,473,431,515
458.0,0,0,22,33,25,26,4,429,539,193,532,196,449,432,456
459.0,0,0,21,27,29,24,15,477,749,250,706,238,625,465,668
460.0,0,0,0,21,24,32,30,540,507,260,512,254,431,534,426
461.0,0,0,10,27,31,28,10,487,700,184,712,182,608,485,596
462.0,0,0,29,30,26,5,25,393,578,154,550,153,472,392,500
463.0,0,0,29,24,16,27,27,478,560,214,583,229,488,493,465
464.0,0,0,1,26,23,24,26,334,447,129,503,137,401,342,345
465.0,0,0,29,13,25,32,32,428,609,198,605,187,533,417,537
466.0,0,0,2,31,7,26,32,503,544,186,539,199,429,516,434
467.0,0,0,20,31,19,30,32,414,602,231,608,224,536,407,530
468.0,0,0,24,32,18,25,30,459,613,250,616,249,550,458,547
469.0,10,0,30,20,25,11,27,545,644,207,619,207,523,545,548
470.0,0,0,30,31,9,33,25,504,539,271,549,271,465,504,455
471.0,0,7,23,21,27,30,31,448,422,270,430,267,370,445,362
472.0,0,0,13,32,28,25,30,430,557,244,558,244,493,430,492
473.0,0,0,20,33,29,28,6,528,565,193,565,197,471,532,471
474.0,0,0,22,27,26,24,22,514,630,208,585,183,484,489,529
475.0,0,11,11,30,30,24,2,519,566,271,570,271,489,519,485
476.0,0,0,23,33,25,25,7,310,526,127,506,124,449,307,469
477.0,0,0,12,26,31,32,30,565,496,215,521,212,404,562,379
478.0,0,0,6,6,31,31,28,444,550,194,585,189,493,439,458
479.0,0,0,1,17,33,24,24,477,552,256,560,259,481,480,473
480.0,0,0,6,30,25,31,13,432,597,205,578,195,506,422,525
481.0,0,0,20,32,22,29,32,556,614,289,666,304,576,571,524
482.0,0,0,0,27,30,29,29,439,680,210,652,202,568,431,596
483.0,0,0,11,33,33,25,10,376,577,189,570,182,503,369,510
484.0,0,0,5,24,26,24,26,477,591,233,575,213,502,457,518
485.0,0,0,33,27,22,27,32,492,560,246,528,243,448,489,480
486.0,0,0,0,30,29,29,12,512,605,291,607,292,523,513,521
487.0,0,0,20,29,20,26,24,555,564,245,539,230,432,540,457
488.0,0,0,19,24,25,30,30,473,594,194,579,170,481,449,496
489.0,0,0,18,31,27,33,30,538,598,157,596,161,500,542,502
490.0,0,0,28,29,29,22,29,556,456,439,467,437,425,554,414
491.0,0,0,31,26,32,7,25,431,614,219,583,210,500,422,531
492.0,0,0,11,25,9,30,32,495,636,227,601,210,509,478,544
493.0,0,0,10,24,5,31,33,555,582,127,587,167,482,595,477
494.0,0,0,10,30,23,25,33,406,663,173,635,175,554,408,582
495.0,0,0,10,29,32,24,30,662,626,421,611,425,534,666,549
496.0,0,0,0,32,30,26,16,506,472,268,482,258,404,496,394
497.0,0,0,1,29,31,33,18,439,508,307,515,305,470,437,463
498.0,10,2,26,13,29,26,29,406,676,125,679,119,591,400,588
499.0,0,0,12,33,31,32,28,490,621,210,547,196,467,476,541
500.0,0,0,31,30,32,7,25,433,601,259,566,248,488,422,523
501.0,0,0,14,30,25,25,31,593,565,350,562,347,484,590,487
502.0,0,0,24,24,23,26,31,437,548,266,544,267,485,438,489
503.0,0,0,10,30,11,31,31,458,570,280,570,284,504,462,504
504.0,0,0,2,30,33,24,0,622,571,405,613,418,525,635,483
505.0,0,0,22,26,29,25,0,506,662,222,594,203,485,487,553
506.0,0,0,28,28,30,30,25,479,549,246,505,240,419,473,463
507.0,0,0,14,19,26,24,30,493,586,269,568,254,493,478,511
508.0,0,0,0,4,27,25,33,436,524,228,512,203,437,411,449
509.0,0,0,15,3,26,30,26,452,507,256,505,258,438,454,440
510.0,17,0,31,24,13,24,27,513,579,222,556,196,461,487,484
511.0,0,0,13,5,33,26,29,632,554,419,563,435,473,648,464
512.0,0,0,13,26,26,27,27,516,379,224,401,242,304,534,282
513.0,0,0,5,25,24,32,2,521,580,254,591,261,484,528,473
514.0,0,0,32,27,8,29,27,462,563,147,573,135,484,450,474
515.0,0,0,8,33,5,33,24,487,540,285,549,310,478,512,469
516.0,0,0,17,26,28,30,9,482,540,298,571,303,506,487,475
517.0,0,0,21,29,0,29,30,537,612,223,608,219,503,533,507
518.0,0,0,17,19,24,28,33,520,554,308,566,303,500,515,488
519.0,0,0,11,14,25,30,31,534,542,261,557,275,465,548,450
520.0,0,0,33,25,14,33,32,408,437,216,394,206,313,398,356
521.0,0,0,10,30,16,30,32,506,535,229,520,215,436,492,451
522.0,0,0,23,32,26,30,11,466,575,257,563,269,474,478,486
523.0,0,0,29,10,30,31,32,484,704,163,693,143,610,464,621
524.0,0,12,0,29,29,33,30,480,489,255,485,256,414,481,418
525.0,0,0,3,25,23,25,32,560,589,225,543,215,433,550,479
526.0,0,0,31,24,8,30,32,531,425,255,376,232,264,508,313
527.0,0,0,11,31,24,31,16,422,546,215,552,214,482,421,476
528.0,0,0,6,24,32,29,7,534,658,222,600,221,504,533,562
529.0,0,0,16,30,24,24,4,539,664,214,555,196,446,521,555
530.0,0,0,25,32,24,7,24,434,573,247,556,263,474,450,491
531.0,0,0,9,31,26,30,7,508,619,250,584,231,493,489,528
532.0,0,0,22,24,17,25,26,454,592,236,556,219,475,437,511
533.0,0,0,26,30,26,27,27,462,588,187,562,182,480,457,506
534.0,0,0,6,22,26,25,33,511,571,268,562,245,489,488,498
535.0,0,0,21,31,31,27,15,480,601,187,565,184,475,477,511
536.0,0,0,33,24,32,19,32,384,465,145,414,142,331,381,382
537.0,0,0,30,29,2,33,30,480,588,240,592,240,521,480,517
538.0,0,0,15,15,30,26,24,540,526,211,442,204,344,533,428
539.0,0,0,24,30,29,31,27,520,461,310,417,311,341,521,385
540.0,0,0,16,18,31,25,30,458,570,204,565,199,492,453,497
541.0,10,4,25,5,33,32,0,421,570,112,564,107,470,416,476
542.0,0,5,33,30,25,26,30,662,546,413,503,400,415,649,458
543.0,0,0,8,27,29,29,19,472,503,268,482,265,412,469,433
544.0,0,0,2,15,26,25,28,568,593,287,584,288,484,569,493
545.0,0,0,32,2,30,31,30,441,612,108,615,107,507,440,504
546.0,0,0,17,24,31,24,22,516,574,258,572,257,493,515,495
547.0,0,0,1,15,30,33,24,571,521,212,505,197,408,556,424
548.0,0,0,1,20,31,25,25,503,582,236,580,235,506,502,508
549.0,0,0,12,33,30,30,30,422,593,201,547,184,465,405,511
550.0,0,0,7,33,5,25,26,645,531,431,484,430,409,644,456
551.0,0,0,6,2,32,32,24,417,586,200,576,208,498,425,508
552.0,0,0,21,32,21,26,25,593,576,243,586,243,472,593,462
553.0,0,0,30,33,3,27,31,510,592,250,586,228,498,488,504
554.0,0,0,17,26,23,31,30,470,543,253,526,234,449,451,466
555.0,0,0,10,26,12,33,25,442,585,252,571,238,501,428,515
556.0,5,10,30,4,26,24,30,318,447,93,448,95,361,320,360
557.0,0,0,6,25,23,24,24,547,583,349,586,356,506,554,503
558.0,0,0,15,13,24,32,31,531,699,209,677,196,573,518,595
559.0,0,12,1,32,32,26,31,498,564,290,562,290,489,498,491
560.0,0,0,1,24,11,25,26,369,548,228,546,226,496,367,498
561.0,0,0,1,27,7,33,32,370,638,121,632,92,543,341,549
562.0,0,12,22,27,29,25,24,526,593,280,573,271,490,517,510
563.0,0,0,24,24,25,7,27,454,626,218,616,205,538,441,548
564.0,0,0,17,24,17,32,27,581,589,135,598,140,451,586,442
565.0,0,0,16,25,27,32,15,596,574,372,578,371,494,595,490
566.0,0,0,11,18,31,33,25,570,565,313,530,307,443,564,478
567.0,0,0,22,31,31,31,33,470,565,211,521,214,429,473,473
568.0,0,0,6,6,29,29,32,488,573,295,579,280,513,473,507
569.0,0,0,23,30,26,32,15,469,559,211,555,194,475,452,479
570.0,0,0,18,0,26,27,28,367,474,57,484,85,383,395,373
571.0,0,11,10,27,25,27,33,517,424,281,439,255,364,491,349
572.0,0,0,23,29,1,26,32,493,570,245,575,240,493,488,488
573.0,0,0,2,31,24,24,29,461,717,266,609,264,517,459,625
574.0,0,0,33,3,24,24,30,407,590,173,582,165,506,399,514
575.0,0,0,25,4,29,27,26,391,558,150,507,148,424,389,475
576.0,0,0,14,3,29,29,29,436,627,192,646,196,570,440,551
577.0,0,0,33,7,29,30,29,565,603,293,598,296,506,568,511
578.0,0,0,26,27,31,17,32,413,536,254,537,252,473,411,472
579.0,0,0,24,25,32,30,28,600,568,313,536,292,443,579,475
580.0,0,0,29,32,13,33,33,473,553,282,564,298,493,489,482
581.0,0,9,26,11,33,24,27,490,610,194,604,205,522,501,528
582.0,0,0,14,32,26,28,26,440,544,199,557,185,484,426,471
583.0,0,0,7,31,25,31,13,364,482,68,407,56,294,352,369
584.0,0,0,27,9,31,25,30,474,623,264,621,242,552,452,554
585.0,0,1,5,9,26,32,31,467,555,287,563,293,499,473,491
586.0,0,0,7,25,29,31,6,533,447,219,449,214,353,528,351
587.0,10,3,20,17,24,26,33,552,593,276,590,278,493,554,496
588.0,0,0,13,26,3,26,32,483,595,189,586,189,500,483,509
589.0,0,0,2,29,6,24,32,472,489,264,472,258,399,466,416
590.0,0,0,20,25,33,25,12,444,555,236,555,231,489,439,489
591.0,0,0,5,33,11,26,33,544,582,210,581,179,491,513,492
592.0,0,1,14,25,25,24,27,533,608,237,588,238,498,534,518
593.0,0,0,1,32,30,25,25,576,500,342,500,343,419,577,419
594.0,0,0,1,25,25,26,3,414,688,144,694,122,619,392,613
595.0,10,0,3,32,19,25,30,478,555,241,569,259,485,496,471
596.0,0,0,16,4,26,25,24,621,438,272,438,276,344,625,344
597.0,11,8,10,24,30,33,23,328,590,88,551,66,458,306,497
598.0,0,0,23,28,32,29,31,584,515,385,527,385,457,584,445
599.0,0,0,3,25,25,31,30,457,601,250,612,258,523,465,512
600.0,0,0,7,27,28,29,32,481,597,191,606,194,505,484,496
601.0,0,0,11,0,26,27,24,484,699,209,671,174,569,449,597
602.0,0,0,20,22,25,32,25,494,594,179,554,151,457,466,497
603.0,0,0,4,27,31,32,28,488,524,225,492,200,382,463,414
604.0,16,12,16,8,30,29,26,483,531,272,541,296,468,507,458
605.0,0,0,5,25,20,25,26,402,548,196,549,193,471,399,470
606.0,0,0,10,26,15,26,33,470,514,270,474,272,387,472,427
607.0,0,0,15,27,26,33,8,558,452,258,437,260,343,560,358
608.0,0,0,23,32,27,29,13,581,588,180,609,173,477,574,456
609.0,0,0,4,33,31,32,33,530,544,321,563,315,483,524,464
610.0,0,0,21,24,8,25,25,515,569,303,560,287,492,499,501
611.0,0,0,7,32,29,26,31,531,560,172,555,167,448,526,453
612.0,3,5,27,30,32,9,25,541,604,288,598,281,500,534,506
613.0,0,0,14,31,14,25,26,392,445,136,517,152,430,408,358
614.0,0,0,21,31,26,24,13,428,526,250,525,255,461,433,462
615.0,0,0,22,4,30,31,25,542,539,189,542,187,443,540,440
616.0,0,0,23,0,27,25,31,468,551,241,526,222,450,449,475
617.0,0,0,23,31,3,33,33,436,546,231,595,241,518,446,469
618.0,0,0,20,33,15,32,29,424,607,232,574,235,509,427,542
619.0,0,0,14,14,33,30,33,471,538,258,513,251,437,464,462
620.0,0,0,23,25,24,33,32,550,472,322,471,321,399,549,400
621.0,0,0,0,0,26,26,26,522,637,297,612,283,531,508,556
622.0,0,12,6,25,32,30,30,538,440,280,456,274,376,532,360
623.0,0,0,16,30,24,32,0,558,611,196,580,161,489,523,520
624.0,0,0,30,15,31,33,24,622,436,399,470,394,374,617,340
625.0,0,0,33,23,29,32,30,559,541,273,542,275,452,561,451
626.0,0,0,1,25,27,32,5,566,635,211,560,206,448,561,523
627.0,0,0,10,30,16,32,33,383,571,189,569,184,506,378,508
628.0,0,0,16,2,25,25,27,512,525,247,538,249,442,514,429
629.0,0,0,13,28,30,30,13,426,509,284,511,282,463,424,461
630.0,0,0,22,33,7,30,26,514,615,229,602,234,508,519,521
631.0,0,0,33,30,33,29,31,465,594,263,597,261,527,463,524
632.0,0,0,22,22,27,30,32,439,535,226,520,220,452,433,467
633.0,0,0,19,27,29,28,31,550,615,327,604,320,531,543,542
634.0,0,0,10,8,31,24,31,462,572,228,555,206,473,440,490
635.0,0,0,21,33,27,29,17,417,749,268,722,256,652,405,679
636.0,0,0,6,33,25,24,20,416,528,237,538,242,473,421,463
637.0,0,0,20,0,27,26,24,493,566,163,578,149,473,479,461
638.0,0,7,10,0,24,25,26,491,665,155,669,148,571,484,567
639.0,0,0,20,30,22,26,25,541,569,142,577,139,467,538,459
640.0,0,0,3,31,31,32,24,501,602,253,644,260,556,508,514
641.0,0,0,8,30,18,26,32,527,516,240,405,218,296,505,407
642.0,0,0,23,24,31,27,0,470,562,282,564,281,502,469,500
643.0,0,0,4,33,15,32,32,271,460,74,495,72,425,269,390
644.0,0,0,19,12,29,25,27,576,598,222,595,220,466,574,469
645.0,0,0,1,25,10,25,29,432,646,226,494,222,403,428,555
646.0,10,1,27,25,33,22,13,392,426,228,411,216,344,380,359
647.0,0,0,21,22,28,24,25,481,588,172,586,173,495,482,497
648.0,0,0,7,17,30,25,28,412,579,247,576,247,524,412,527
649.0,0,0,20,31,24,32,0,532,523,253,532,253,437,532,428
650.0,0,0,27,33,33,16,31,510,611,226,607,228,512,512,516
651.0,0,3,16,27,25,27,25,511,554,284,561,278,486,505,479
652.0,0,0,12,26,31,31,10,527,557,227,557,227,467,527,467
653.0,0,0,0,30,7,27,27,504,435,315,437,317,372,506,370
654.0,0,0,16,27,29,26,29,449,677,180,668,180,583,449,592
655.0,0,0,3,16,29,24,26,441,539,248,605,238,520,431,454
656.0,0,14,22,23,29,26,24,569,536,246,535,246,454,569,455
657.0,0,0,5,33,25,25,12,504,612,239,584,204,494,469,522
658.0,0,0,32,31,25,28,31,500,601,189,608,185,513,496,506
659.0,0,0,22,33,7,25,31,395,663,203,658,205,591,397,596
660.0,0,0,11,23,27,25,29,560,369,378,374,377,315,559,310
661.0,0,0,3,33,33,32,28,533,574,279,644,277,556,531,486
662.0,0,0,29,13,31,26,27,529,654,240,634,239,550,528,570
663.0,0,0,11,27,33,27,20,517,650,266,544,275,458,526,564
664.0,0,0,32,30,24,15,29,455,696,170,709,166,621,451,608
665.0,0,0,17,25,24,28,26,496,520,280,536,275,455,491,439
666.0,0,0,33,29,4,30,30,619,551,253,554,255,440,621,437
667.0,0,0,3,0,27,25,33,407,507,196,458,194,380,405,429
668.0,0,0,0,16,31,30,30,505,638,241,623,231,537,495,552
669.0,0,0,6,0,26,31,25,476,369,260,372,259,300,475,297
670.0,0,0,10,26,30,24,25,534,485,318,485,321,406,537,406
671.0,0,0,10,30,24,30,32,479,498,216,514,208,439,471,423
672.0,0,0,17,33,6,26,33,586,542,322,511,312,428,576,459
673.0,0,0,22,33,15,25,30,557,596,249,592,226,491,534,495
674.0,0,0,3,16,32,33,33,554,630,302,621,292,537,544,546
675.0,0,0,4,16,31,25,25,523,582,217,495,199,386,505,473
676.0,0,0,24,1,26,33,33,462,531,262,579,261,492,461,444
677.0,0,0,3,26,29,30,8,563,456,310,478,314,397,567,375
678.0,0,9,23,33,32,30,30,328,698,71,668,65,589,322,619
679.0,0,0,14,6,31,30,31,562,596,144,599,147,482,565,479
680.0,0,0,4,21,27,29,33,555,569,238,547,218,445,535,467
681.0,0,0,13,7,29,29,31,653,554,443,534,457,466,667,486
682.0,0,0,1,11,26,27,33,420,378,249,377,241,315,412,316
683.0,0,0,4,30,23,32,30,583,580,147,593,139,480,575,467
684.0,0,0,18,24,18,29,32,562,577,243,579,204,489,523,487
685.0,0,0,10,29,27,26,26,482,520,312,502,311,440,481,458
686.0,0,0,2,16,25,25,24,535,541,184,564,203,425,554,402
687.0,0,0,23,28,28,28,20,581,520,376,525,370,460,575,455
688.0,0,0,1,21,33,24,25,583,594,226,571,231,448,588,471
689.0,0,0,24,11,33,27,24,502,628,301,648,291,570,492,550
690.0,0,0,16,29,26,26,19,549,583,317,558,303,471,535,496
691.0,0,0,12,33,17,24,32,497,672,202,634,181,542,476,580
692.0,0,0,32,0,29,29,25,505,548,273,537,275,468,507,479
693.0,0,0,33,27,24,0,33,539,608,209,606,222,495,552,497
694.0,0,0,10,33,25,31,26,542,503,336,533,325,450,531,420
695.0,0,0,17,26,33,29,29,522,395,210,426,206,330,518,299
696.0,0,0,22,30,27,29,18,401,602,249,535,245,450,397,517
697.0,4,7,19,31,29,29,32,400,572,179,552,177,478,398,498
698.0,0,0,16,27,26,30,23,449,417,224,440,218,361,443,338
699.0,0,0,9,11,31,30,31,510,587,223,573,230,477,517,491
700.0,0,5,6,24,33,30,20,474,556,282,527,281,462,473,491
701.0,0,0,10,32,29,29,33,515,589,295,591,293,516,513,514
702.0,0,0,26,33,27,15,25,443,455,252,437,246,365,437,383
703.0,0,0,17,29,24,25,0,413,667,179,668,188,580,422,579
704.0,0,0,17,7,33,26,27,439,450,71,390,85,275,453,335
705.0,0,0,22,28,10,25,32,451,737,177,698,168,608,442,647
706.0,0,0,1,27,27,25,22,395,542,168,515,149,436,376,463
707.0,0,0,32,27,0,28,33,473,572,239,591,234,509,468,490
708.0,0,0,2,29,31,28,30,525,584,222,582,227,495,530,497
709.0,0,0,22,18,32,24,28,538,553,273,554,244,468,509,467
710.0,0,0,24,24,2,28,27,352,629,133,575,123,488,342,542
711.0,16,12,29,0,32,30,25,378,579,76,602,61,513,363,490
712.0,0,0,29,32,33,29,27,474,618,251,578,235,498,458,538
713.0,0,0,29,9,24,28,30,459,606,159,605,157,510,457,511
714.0,0,12,10,5,27,26,31,447,702,225,738,238,664,460,628
715.0,0,0,11,22,30,28,25,529,513,275,497,268,417,522,433
716.0,0,0,32,33,22,27,32,470,596,312,617,318,555,476,534
717.0,0,0,14,13,30,26,24,473,550,207,557,205,488,471,481
718.0,0,0,25,32,32,14,32,498,603,83,614,130,514,545,503
719.0,0,0,10,18,24,29,31,465,629,143,600,126,495,448,524
720.0,11,8,29,27,26,31,12,528,628,250,652,256,574,534,550
721.0,0,0,32,7,30,26,32,376,572,185,572,173,504,364,504
722.0,0,0,10,30,1,27,24,440,589,183,614,183,520,440,495
723.0,0,0,21,31,21,25,33,311,376,145,372,144,317,310,321
724.0,0,0,8,29,13,24,33,416,505,149,511,148,430,415,424
725.0,0,0,20,20,26,32,24,479,379,312,400,303,334,470,313
726.0,0,0,30,28,31,25,24,506,549,275,540,256,463,487,472
727.0,0,0,16,7,33,26,31,587,612,124,632,130,488,593,468
728.0,0,0,30,26,33,22,30,480,508,290,511,272,446,462,443
729.0,0,0,21,26,32,26,31,483,525,231,527,233,443,485,441
730.0,0,0,7,7,30,25,33,461,565,269,559,273,488,465,494
731.0,0,0,26,29,5,27,32,378,417,155,416,166,327,389,328
732.0,0,0,15,30,25,28,25,467,579,219,597,218,508,466,490
733.0,0,0,6,3,24,32,25,493,588,295,569,274,493,472,512
734.0,0,0,33,33,28,33,28,434,568,211,583,211,513,434,498
735.0,0,0,22,15,24,27,27,537,562,305,530,306,451,538,483
736.0,0,0,21,29,11,27,29,491,563,254,527,251,449,488,485
737.0,0,0,23,31,1,33,33,629,583,410,574,410,504,629,513
738.0,0,0,33,24,8,24,24,423,453,213,451,216,371,426,373
739.0,0,0,33,24,19,28,24,367,556,159,520,137,439,345,475
740.0,0,0,1,3,29,29,29,505,598,249,574,254,478,510,502
741.0,0,0,2,14,33,32,27,482,625,231,625,242,524,493,524
742.0,0,0,6,32,29,29,3,505,550,283,558,264,485,486,477
743.0,0,0,9,24,25,30,6,647,692,369,698,370,598,648,592
744.0,0,0,13,12,27,26,25,323,615,79,605,71,528,315,538
745.0,0,0,28,27,29,29,27,621,597,374,626,375,530,622,501
746.0,0,0,9,30,33,30,6,433,394,284,393,288,344,437,345
747.0,0,0,7,24,30,32,32,462,555,289,556,291,496,464,495
748.0,0,0,21,17,31,31,33,510,463,235,466,231,379,506,376
749.0,0,0,19,27,32,27,22,450,584,256,554,251,484,445,514
750.0,0,0,15,21,27,26,31,434,582,237,585,235,525,432,522
751.0,0,0,23,26,29,28,28,401,606,177,587,167,503,391,522
752.0,0,0,32,25,19,29,27,466,550,234,557,239,463,471,456
753.0,0,0,27,24,27,22,29,480,566,283,505,279,430,476,491
754.0,0,0,14,24,26,24,28,466,552,281,565,280,497,465,484
755.0,0,0,12,25,26,32,31,505,540,260,508,233,424,478,456
756.0,0,0,23,0,32,26,32,656,702,411,704,418,621,663,619
757.0,0,0,27,25,20,25,32,484,436,282,434,281,365,483,367
758.0,0,0,23,31,29,29,3,545,425,358,428,358,364,545,361
759.0,0,0,6,33,33,24,22,457,592,285,584,285,525,457,533
760.0,0,0,27,32,31,7,30,458,746,174,746,173,650,457,650
761.0,0,0,23,17,29,26,32,562,621,180,611,185,493,567,503
762.0,0,0,1,25,30,29,16,547,603,273,606,273,517,547,514
763.0,0,0,23,30,30,25,8,439,613,177,578,167,493,429,528
764.0,0,0,3,16,32,32,26,480,433,185,431,192,331,487,333
765.0,0,0,26,33,2,33,25,484,549,210,569,213,469,487,449
766.0,0,0,5,33,29,32,11,617,578,414,570,391,497,594,505
767.0,0,0,19,31,26,33,29,484,600,160,578,159,467,483,489
768.0,0,0,7,29,10,29,31,278,669,93,590,74,501,259,580
769.0,0,0,25,10,30,30,32,462,565,307,568,303,515,458,512
770.0,0,0,17,33,0,33,25,528,724,279,738,276,639,525,625
771.0,0,0,30,32,27,20,26,512,577,202,556,171,469,481,490
772.0,0,0,0,25,29,31,19,467,570,213,575,212,490,466,485
773.0,0,0,16,32,30,27,3,466,581,222,569,206,492,450,504
774.0,0,0,0,18,25,31,27,573,423,348,436,357,368,582,355
775.0,0,0,23,33,26,31,31,342,540,180,512,181,449,343,477
776.0,0,0,22,26,27,27,3,527,603,204,534,201,434,524,503
777.0,0,0,31,28,29,21,25,530,502,261,529,257,443,526,416
778.0,0,0,12,33,16,25,24,537,576,164,619,213,512,586,469
779.0,0,0,0,1,33,31,24,511,607,257,603,259,516,513,520
780.0,0,0,31,24,11,27,24,382,572,222,560,202,481,362,493
781.0,0,0,23,32,25,25,32,653,596,54,639,42,440,641,397
782.0,0,0,30,33,26,19,30,484,550,300,547,305,483,489,486
783.0,0,3,10,30,30,27,32,447,563,239,563,242,501,450,501
784.0,0,0,21,16,25,31,31,486,614,177,591,182,484,491,507
785.0,0,0,25,24,3,29,33,505,587,164,568,147,477,488,496
786.0,0,0,29,33,28,24,28,449,610,212,626,216,533,453,517
787.0,0,0,26,31,3,27,25,504,619,213,615,214,524,505,528
788.0,0,0,24,33,29,3,24,573,629,318,579,307,492,562,542
789.0,0,0,21,29,15,31,30,449,482,198,524,228,435,479,393
790.0,0,3,13,24,30,24,26,521,604,263,528,231,427,489,503
791.0,0,0,28,25,27,29,31,529,590,208,583,214,474,535,481
792.0,0,0,21,25,33,30,25,492,596,280,576,293,493,505,513
793.0,0,0,28,9,27,27,33,566,434,338,397,338,319,566,356
794.0,0,0,9,27,24,24,20,396,514,137,498,143,410,402,426
795.0,0,0,21,29,29,31,31,507,619,188,540,176,435,495,514
796.0,0,0,29,7,33,29,29,488,531,263,525,262,448,487,454
797.0,0,0,25,26,27,22,24,639,478,276,464,288,341,651,355
798.0,0,0,18,33,8,25,30,453,606,268,575,249,501,434,532
799.0,0,0,11,33,25,29,0,509,586,288,650,296,546,517,482
800.0,0,0,5,30,24,24,11,480,563,301,550,294,483,473,496
801.0,0,0,24,33,25,27,29,497,541,209,541,215,446,503,446
802.0,0,0,12,7,33,29,29,395,565,200,560,196,493,391,498
803.0,0,0,17,8,27,30,32,391,581,245,576,248,525,394,530
804.0,0,0,3,31,24,24,4,543,575,154,577,151,461,540,459
805.0,0,0,11,31,6,30,33,557,513,319,482,346,376,584,407
806.0,0,0,31,31,10,30,28,474,593,234,537,215,461,455,517
807.0,10,0,24,33,32,31,3,378,382,195,437,196,349,379,294
808.0,0,0,1,3,26,33,29,446,467,223,455,229,379,452,391
809.0,0,0,9,10,29,33,30,508,506,290,521,295,447,513,432
810.0,0,0,32,31,25,14,24,643,421,351,436,356,346,648,331
811.0,0,0,18,24,29,27,30,466,589,209,586,191,500,448,503
812.0,0,0,26,26,6,25,32,365,717,101,681,89,594,353,630
813.0,0,0,10,32,10,27,31,445,582,232,589,232,515,445,508
814.0,0,0,2,30,31,32,23,501,552,297,558,294,491,498,485
815.0,0,0,22,33,25,32,19,404,564,187,554,175,469,392,479
